customer_id,first_name,last_name,date_of_birth,gender,email,phone_number,address,city,country,occupation,income_bracket,customer_since
c5de2535-75a8-4abd-8b49-f07af1e7968e,Holly,Walker,1942-07-21,Male,vlara@example.com,+1-307-576-6381x375,6733 Hoffman Brooks,Mumbai,India,Landscape architect,Low,2020-04-29
5642069d-532d-4ad5-8221-7980c8f26b6e,Tiffany,Rosario,1934-11-08,Female,beanjames@example.org,(223)684-8609x7606,7773 Flores Pine,Liverpool,United Kingdom,Legal executive,Low,2023-11-27
ee23318e-12e6-46f2-8e3c-239d44e93bc7,Amanda,Moyer,2000-03-16,Female,zbrown@example.org,563-540-3173,96022 Barnes Pike Suite 852,Chennai,India,Medical secretary,High,2019-03-10
9d7f84eb-9a82-45c8-9dfb-f47aad54a6af,Cindy,Anderson,1975-05-02,Female,amanda46@example.org,244.533.0393,51960 James Motorway,Liverpool,United Kingdom,Forest/woodland manager,Low,2016-09-24
1c25abc3-fc18-4964-aa88-3e58677b6638,Karen,Velazquez,1955-07-27,Female,lisa04@example.org,001-334-429-7753,45975 Padilla Port Suite 063,Manchester,United Kingdom,"Surveyor, rural practice",Low,2021-04-16
bb846d05-ab80-4445-aa10-aeaec12ec57f,Nicholas,West,1956-04-27,Female,ycollins@example.org,001-668-495-3173,857 Alvarez Junctions,Delhi,India,"Teacher, adult education",Medium,2016-02-28
07b6da3f-78db-471e-b7ad-37d0515e8108,Stephanie,Lamb,1983-09-12,Male,omclaughlin@example.com,001-612-213-4503x6908,73759 Tyler Ferry,Fukuoka,Japan,Medical physicist,Medium,2015-06-17
38e59fe1-3ba6-4c16-9d5b-32e08c0d23a1,Jamie,Martin,1965-01-20,Male,ochoajohn@example.net,984-398-2789x6447,478 Daniel Tunnel,Birmingham,United Kingdom,Writer,Low,2017-01-14
3ddb52d6-1b7f-44f2-be6a-96ff124c67f8,Eileen,Phillips,1994-07-13,Female,maria46@example.com,396-550-6944x99391,192 Thomas Trail,London,United Kingdom,Restaurant manager,High,2022-09-14
dafcbf76-5793-463a-b019-03988e1875f2,Diana,Hall,1999-02-19,Male,jonathan37@example.net,+1-757-529-2077x1794,33247 Christopher Pike Apt. 873,Birmingham,United Kingdom,"Librarian, academic",Low,2022-04-26
66cbe882-39d7-408f-a57c-40e71b31efcb,Aaron,Melendez,1959-05-04,Male,crystal70@example.org,001-794-832-4334x613,432 Anthony Well Suite 279,Phoenix,United States,Oncologist,Medium,2019-12-25
951b7346-11d4-4d48-8ca3-f87581cbb683,Kathryn,Parker,1943-07-05,Female,john99@example.net,001-437-634-3475x74634,08265 Henry Lakes Apt. 193,Osaka,Japan,"Engineer, energy",Medium,2016-06-27
0ebd5a55-449e-4316-9f22-80228edb409b,Benjamin,Evans,1994-09-27,Male,jasminesawyer@example.com,001-690-579-4024,5788 Cody Cliff,Los Angeles,United States,Theatre stage manager,Medium,2024-06-02
e2a41955-4301-4ba0-b032-ffc0294fefc4,Shannon,Young,1940-04-24,Female,ashleedixon@example.org,226-825-0984x103,296 Michael Mountain,Hyderabad,India,"Engineer, water",Medium,2024-04-29
c63f5640-f75b-4849-ba5d-9037562683ba,Veronica,Paul,1933-09-19,Female,adkinsrichard@example.com,+1-792-855-3698,1417 Zachary Roads Suite 250,Phoenix,United States,"Engineer, communications",Medium,2017-12-19
57621e4d-667a-4d4f-a233-35479a40d63b,Laurie,Murphy,1962-07-24,Male,charlessingh@example.net,(368)788-7547x448,236 Evans Camp,Bangalore,India,Equality and diversity officer,High,2021-10-12
0b5c6953-4829-4893-8bce-681c08384848,Dana,Berry,2004-02-14,Male,kimberly55@example.com,+1-580-865-8476x272,87407 Cortez Vista Suite 129,Los Angeles,United States,Ambulance person,Low,2020-03-27
2e277e60-8321-47d1-99f7-906953c9fce5,Cathy,Ware,2003-10-15,Female,bdavis@example.org,570.557.7745x45577,85242 Blair Rue,Houston,United States,Probation officer,Low,2017-05-20
f62265e9-39dc-464c-b71f-43bb1fef2f2c,Corey,Boyd,1960-10-18,Male,andrewbarnes@example.com,5497175059,4104 Dickerson Coves,Chennai,India,Oncologist,Low,2019-01-14
df8ac4a5-12e9-4236-87fb-3d01beb2642a,Stacy,Wolfe,1981-08-19,Male,xbaker@example.net,+1-800-249-9030x849,521 Peggy Turnpike,Berlin,Germany,Catering manager,Medium,2016-11-13
29fd85ad-9fcb-4391-b4e8-ade831bedd48,Brandon,Phillips,1986-11-08,Male,yangbenjamin@example.org,001-275-547-9376x2921,9215 Cameron Stream Apt. 377,Nagoya,Japan,Colour technologist,Low,2022-10-18
6c1ad38c-4a6f-41ee-955d-134b13122e04,Jeffrey,Lewis,1949-09-25,Female,pittmansusan@example.net,565.568.7327,18335 Mary Trail,Bangalore,India,"Scientist, clinical (histocompatibility and immunogenetics)",Medium,2023-08-16
6d71db08-478a-4e5b-8fe0-acbb5a31620f,Alexis,West,1950-02-27,Male,greenjohn@example.net,(323)205-4941x52849,149 Melissa Plaza Suite 131,Cologne,Germany,Automotive engineer,Medium,2022-01-07
69c15822-f11c-4297-8657-3df11f19e6b4,Casey,Ruiz,2001-08-13,Male,watkinstaylor@example.org,695.371.2006,877 Wood Dam Suite 719,Mumbai,India,Financial risk analyst,High,2018-06-05
bc42838a-6a29-4648-b8d1-e7b7d1d1367d,Jamie,Lucas,1960-10-30,Female,shawnwhite@example.net,(438)318-0332x265,42237 Hill Squares,New York,United States,Environmental consultant,Medium,2016-06-23
b1e5d1ae-d3a9-43ec-b2b2-d60f1746a6d0,Gary,Rodriguez,1935-04-04,Male,johnsonbenjamin@example.com,4923957280,601 Weaver Squares Apt. 646,London,United Kingdom,Fish farm manager,Medium,2014-10-19
6bc094b4-51b4-4a23-8178-b8e080ca2173,Jonathan,Castillo,1964-10-24,Female,douglasblack@example.net,(456)855-0886,390 Lawrence Gateway Suite 548,Chennai,India,"Doctor, general practice",Low,2020-09-27
758448c2-c6ed-498a-826e-5be3fd9db92e,Joseph,Smith,1976-08-07,Female,rmartinez@example.net,(486)222-0070x8421,8032 Miles Light Apt. 875,Frankfurt,Germany,Higher education careers adviser,High,2022-09-28
a279c499-8a16-4b44-89a2-eb26fd0b41e2,Mary,Horton,1953-12-17,Male,brooksamanda@example.net,513.430.3215x12357,54176 Charles Mall Suite 090,Delhi,India,Field seismologist,High,2024-01-23
2683e776-5800-4172-b2dc-a87801343b57,Alan,Moore,1985-11-07,Male,josephillips@example.net,+1-217-301-0928x005,097 Jackson Path Suite 586,Frankfurt,Germany,Emergency planning/management officer,Low,2017-01-30
8502794b-cb8b-4855-9dc2-63b688b7335f,John,Palmer,1984-09-08,Male,gloriaosborn@example.net,001-729-883-5346x553,712 Robinson Spurs,Hyderabad,India,Animator,Low,2022-05-31
282b2622-688f-4e31-a2a7-32a88bc3e08a,Cynthia,Walker,1951-03-28,Female,michellegonzalez@example.org,(349)223-7138x6791,84904 Williams Forest,Tokyo,Japan,Investment analyst,Medium,2021-06-13
09dd1878-55ca-4a75-879a-9ac286ed6e55,Dustin,Hughes,1992-09-30,Male,acannon@example.com,490.604.4507x4107,31939 Myers Turnpike Suite 323,Berlin,Germany,"Therapist, music",Medium,2019-09-28
510f05ed-a73e-43ea-8224-a9f4a60c31fb,Mark,Bell,1937-07-10,Female,julielawson@example.net,478.548.7832,3848 Murphy Crest Apt. 005,Chicago,United States,Museum education officer,High,2018-08-09
be250fee-80ee-400c-888e-ac226c5ef947,Phillip,Wilkinson,1988-07-06,Male,hurstholly@example.com,(767)760-2678,795 Michael Key,Manchester,United Kingdom,Armed forces logistics/support/administrative officer,Medium,2020-09-23
f7e8d634-1eaa-44ed-9bc7-ff26775a0870,Michael,Lee,1967-06-24,Female,hessjason@example.net,001-579-668-9728,5375 Gilbert Fall Suite 459,Chicago,United States,Regulatory affairs officer,High,2022-12-27
74051b59-4314-46d1-8393-8d1477020d70,Vanessa,Woods,1981-01-10,Female,ortizlori@example.net,(696)968-3979x192,63435 White Landing Suite 050,Tokyo,Japan,"Engineer, petroleum",Low,2022-12-10
2c9e0555-d8e9-4c8a-902b-101eecc98bd3,Thomas,Scott,1937-12-02,Male,michaelchristensen@example.com,(242)348-0517x8712,66967 Hunter Trace,Cologne,Germany,Biomedical scientist,Medium,2018-07-23
286ed9fe-06a8-471c-8b5b-0fa2c0b08ec8,Mary,Garcia,1948-09-25,Male,austin14@example.com,634-910-7428x048,67068 Derek Lights Apt. 418,Phoenix,United States,Writer,Medium,2019-03-12
1af73e72-e2c0-40a8-9dfd-205fca197c4d,Sarah,White,1986-08-08,Male,madeline18@example.net,3817363429,1194 Daniel Passage Suite 407,Manchester,United Kingdom,"Scientist, research (maths)",Low,2024-01-13
86d4b19e-9b4c-4660-a018-37822983c168,Anthony,Lane,1985-04-03,Female,patriciatucker@example.net,+1-282-555-9380x384,318 Tiffany Square Suite 808,Phoenix,United States,Retail buyer,Medium,2016-09-21
70cdd5da-3d0b-49d6-b6dd-a3161574912c,Nancy,Vasquez,1959-02-15,Male,lewisheather@example.com,001-714-438-4244x77985,07974 Cheryl Street,Nagoya,Japan,"Administrator, Civil Service",Low,2023-11-21
b857a5dd-51a6-4311-883b-f9a1c3e069cb,Danny,Tucker,1969-01-01,Male,evanstaylor@example.org,(672)675-4548x35618,033 Nelson Land,Birmingham,United Kingdom,Chartered certified accountant,Medium,2021-03-29
7b8abdc2-a731-4c74-893c-8ebef78b97c0,Kimberly,Medina,1951-02-11,Female,brentperkins@example.net,+1-380-590-2942x198,071 Frank Summit Suite 289,Chennai,India,"Psychologist, occupational",Low,2016-05-21
23881fac-97a5-46fb-bee2-fa9f7e4d9726,Susan,Middleton,1953-02-15,Male,michael75@example.net,904.223.1458x06853,810 Jenny Brook,Frankfurt,Germany,Manufacturing systems engineer,Low,2015-03-06
7d372324-d204-4791-9fe0-9488acb645e0,James,Andrews,1966-04-12,Male,reyesdiane@example.com,001-228-323-2076x33396,1374 Adams Land Suite 868,Osaka,Japan,"Accountant, chartered public finance",High,2019-08-28
aae59dbb-b68a-43a8-b27e-19640303a7e9,Kristin,Castro,1992-11-25,Male,brandonvalencia@example.net,450-646-3094,3894 Watson Knoll Suite 597,Berlin,Germany,Lexicographer,Medium,2020-01-03
91ec24e0-81da-4b3f-b020-6869546d24fb,Sharon,Williams,1939-03-24,Female,ericalynn@example.com,781-918-1150,9250 Haynes Station,Munich,Germany,Printmaker,Low,2023-02-27
